Time,Voltaje_VCSEL,Power,Voltaje_Photodiode
1.0691735744476318,0,0.000224032323,3e-06
1.1222574710845947,1,0.000225001582,3e-06
1.1526515483856201,2,0.000223883195,3e-06
1.3253250122070312,3,0.000223827272,3e-06
1.7224080562591553,4,0.000223631549,0.26795
1.7593867778778076,5,0.000224004354,0.26795
1.9266834259033203,6,0.000223044393,0.26795
1.9739093780517578,7,0.000224200063,0.26795
2.024164915084839,8,0.000223277399,0.26795
2.175257444381714,9,0.000224050949,0.26777
2.224867820739746,10,0.000223864554,0.26777
2.4252774715423584,11,0.000224572868,0.26777
2.4749538898468018,12,0.000223799318,0.26777
2.624375820159912,13,0.000224116186,0.26762
2.6549832820892334,14,0.000223277399,0.26762
2.686769485473633,15,0.000223445139,0.26762
2.876110315322876,16,0.000223146926,0.26762
2.9284818172454834,17,0.000224712669,0.26762
3.127253770828247,18,0.000224461037,0.26758
3.174825668334961,19,0.00022286734,0.26758
3.3279170989990234,20,0.000224358504,0.26758
3.375514268875122,21,0.000223603609,0.26758
3.425673484802246,22,0.000224451695,0.26758
3.56632399559021,23,0.000222969844,0.26755
3.625351905822754,24,0.000224339878,0.26755
3.8249173164367676,25,0.000223817959,0.26755
3.8548226356506348,26,0.000224274612,0.26755
3.886200428009033,27,0.000223892508,0.26755
4.0293824672698975,28,0.000223091003,0.26755
4.074454069137573,29,0.00022298847,0.26755
4.1274800300598145,30,0.000223855241,0.26755
4.275493144989014,31,0.000223594267,0.26755
4.3272154331207275,32,0.000223296054,0.26755
4.527265787124634,33,0.000223240131,0.26758
4.575152635574341,34,0.000223640876,0.26758
4.733017683029175,35,0.000223901821,0.26758
4.764924049377441,36,0.000223445139,0.26758
4.827027320861816,37,0.000224759264,0.26758
4.976475477218628,38,0.000224050949,0.26774
5.0262815952301025,39,0.000224088217,0.26774
5.053635597229004,40,0.000224656746,0.26774
5.226339101791382,41,0.000223314666,0.26774
5.275192975997925,42,0.000224321222,0.26774
5.437097549438477,43,0.000224190764,0.26792
5.477167129516602,44,0.000223547686,0.26792
5.524707317352295,45,0.000223351948,0.26792
5.676732778549194,46,0.000223864554,0.26792
5.725906133651733,47,0.000224563555,0.26792
5.773281097412109,48,0.000223752708,0.26792
5.926409959793091,49,0.000223734081,0.26818
5.9482810497283936,50,0.000224815187,0.26818
5.9805004596710205,51,0.000224982956,0.26818
6.140041828155518,52,0.000224498319,0.26818
6.173150300979614,53,0.000224572868,0.26818
6.222856283187866,54,0.000224638105,0.26818
6.379747629165649,55,0.000224479663,0.26847
6.425145387649536,56,0.000224666059,0.26847
6.4739601612091064,57,0.000224861797,0.26847
6.625149965286255,58,0.000225495533,0.26847
6.675785779953003,59,0.000225952215,0.26847
6.843155145645142,60,0.000224535586,0.26881
6.875636339187622,61,0.000224134827,0.26881
6.927814722061157,62,0.000224628791,0.26881
7.0832765102386475,63,0.000225094773,0.26881
7.126425743103027,64,0.000226147939,0.26881
7.147830247879028,65,0.000224619478,0.26881
7.328402280807495,66,0.000225486219,0.26918
7.375892877578735,67,0.000225579424,0.26918
7.575993061065674,68,0.000225253214,0.26918
7.625825881958008,69,0.000225504875,0.26918
7.786504745483398,70,0.000225598065,0.26959
7.826202154159546,71,0.000226735094,0.26959
7.876384258270264,72,0.000226297037,0.26959
8.025352001190186,73,0.000226623248,0.26959
8.058568716049194,74,0.000227191777,0.26959
8.09017300605774,75,0.000226436852,0.26959
8.27620005607605,76,0.000226315693,0.27014
8.329200267791748,77,0.000227396798,0.27014
8.49028468132019,78,0.000227983939,0.27014
8.526819944381714,79,0.000226856253,0.27014
8.573120355606079,80,0.000228151723,0.27014
8.730121850967407,81,0.000227434095,0.27077
8.774997234344482,82,0.000227713695,0.27077
8.824341297149658,83,0.000228738863,0.27077
8.95437216758728,84,0.000227750963,0.27077
8.986198663711548,85,0.000228291508,0.27077
9.024710655212402,86,0.000229381942,0.27077
9.194339990615845,87,0.000228710909,0.27171
9.225895166397095,88,0.000228114441,0.27171
9.257715940475464,89,0.000229782701,0.27171
9.425123929977417,90,0.000230164835,0.27171
9.473933458328247,91,0.000230043675,0.27171
9.526354312896729,92,0.000229242156,0.27171
9.67509388923645,93,0.000229689496,0.27282
9.726985216140747,94,0.000230630816,0.27282
9.92683219909668,95,0.000231143422,0.27282
9.975114345550537,96,0.000231106125,0.27282
10.13634467124939,97,0.000231721235,0.27343
10.169060230255127,98,0.000232709164,0.27343
10.226146697998047,99,0.000231730577,0.27343
10.373225212097168,100,0.000232252496,0.27343
10.424286842346191,101,0.000232662554,0.27343
10.625617504119873,102,0.000232737133,0.27415
10.675153493881226,103,0.000231916973,0.27415
10.825952053070068,104,0.000233026032,0.27415
10.876287937164307,105,0.000233333587,0.27415
10.928159475326538,106,0.000232364313,0.27415
11.064154863357544,107,0.000232355,0.27459
11.126208782196045,108,0.000232858263,0.27459
11.328391551971436,109,0.000233380211,0.27459
11.35207223892212,110,0.000233892788,0.27459
11.38417649269104,111,0.000234489271,0.27459
11.572615623474121,112,0.000233697079,0.27492
11.626209497451782,113,0.000234955267,0.27492
11.777384042739868,114,0.000234498584,0.27492
11.824656248092651,115,0.000233967352,0.27492
11.874206781387329,116,0.000234293533,0.27492
12.024948358535767,117,0.000235570376,0.27545
12.07522702217102,118,0.000235822008,0.27545
12.247645378112793,119,0.000234433348,0.27545
12.279009342193604,120,0.000236017746,0.27545
12.327070951461792,121,0.000235728803,0.27545
12.48697304725647,122,0.000234815452,0.27608
12.528253078460693,123,0.000236101594,0.27608
