Time,Voltaje_VCSEL,Power,Voltaje_Photodiode
2.0356295108795166,0,0.000217741355,5.148634037130265
2.044663667678833,1,0.000216818691,5.148634037130265
2.0536577701568604,2,0.00021760157,5.194488293635658
2.088108539581299,3,0.00021649251,5.166466247993476
2.0991201400756836,4,0.000217713387,5.179203541467196
2.134822130203247,5,0.000217573615,5.14353911974078
2.1443865299224854,6,0.00021706101,5.135896743656545
2.153371810913086,7,0.000217284673,5.153728954519757
2.1844568252563477,8,0.000216129032,5.125706908877568
2.194740056991577,9,0.000217321984,5.161371330603984
2.2047135829925537,10,0.000217508379,5.166466247993476
2.2147128582000732,11,0.000217787965,5.169013706688219
2.2243969440460205,12,0.000216874614,5.166466247993476
2.234419107437134,13,0.000217405832,5.161371330603984
2.2437071800231934,14,0.000217489724,5.169013706688219
2.2537217140197754,15,0.000217424487,5.194488293635658
2.2880499362945557,16,0.0002165857,5.151181495825007
2.29719877243042,17,0.000216725486,5.179203541467196
2.3326008319854736,18,0.000217676119,5.148634037130265
2.3427577018737793,19,0.000217079651,5.1231594501828255
2.3530850410461426,20,0.000216175613,5.156276413214499
2.382622480392456,21,0.000216427245,5.179203541467196
2.392699956893921,22,0.000216678905,5.179203541467196
2.400850772857666,23,0.000218011643,5.166466247993476
2.4328107833862305,24,0.000215979904,5.148634037130265
2.4428391456604004,25,0.000217452456,5.174108624077704
2.4523978233337402,26,0.000216455199,5.158823871909242
2.4857399463653564,27,0.000216287459,5.151181495825007
2.4951164722442627,28,0.000217070323,5.151181495825007
2.504025459289551,29,0.000216175613,5.120611991488083
2.5130348205566406,30,0.000216091721,5.1384442023512875
2.521315336227417,31,0.000216855959,5.156276413214499
2.531309127807617,32,0.000216865301,5.171561165382961
2.5417163372039795,33,0.000217443143,5.202130669719892
2.551738977432251,34,0.0002171542,5.169013706688219
2.5832154750823975,35,0.000217135588,5.115517074098591
2.592697858810425,36,0.0002164459,5.166466247993476
2.601024627685547,37,0.00021755496,5.1384442023512875
2.6338155269622803,38,0.000216371351,5.176656082772453
2.6444008350372314,39,0.000216790722,5.158823871909242
2.6537396907806396,40,0.000217741355,5.179203541467196
2.6896746158599854,41,0.000217005087,5.169013706688219
2.6987569332122803,42,0.000217676119,5.199583211025143
2.7361836433410645,43,0.000216371351,5.186845917551423
2.7474005222320557,44,0.000216362008,5.186845917551423
2.7846009731292725,45,0.000217247405,5.191940834940915
2.7947094440460205,46,0.000218337838,5.146086578435522
2.8050200939178467,47,0.000217070323,5.14353911974078
2.814383029937744,48,0.000217489724,5.171561165382961
2.823383331298828,49,0.00021670686,5.156276413214499
2.831479787826538,50,0.000217564273,5.151181495825007
2.841322183609009,51,0.00021795572,5.151181495825007
2.850318431854248,52,0.000218598783,5.212320504498869
2.8897664546966553,53,0.000217405832,5.169013706688219
2.899707794189453,54,0.000218253961,5.163918789298727
2.93685245513916,55,0.000217610883,5.20977304580412
2.9472155570983887,56,0.000218002329,5.230152715362074
2.981104612350464,57,0.000218999543,5.204678128414635
2.991399049758911,58,0.000217862515,5.240342550141051
3.0007143020629883,59,0.000218729285,5.199583211025143
3.032392740249634,60,0.000218841116,5.189393376246173
3.0426955223083496,61,0.000217312641,5.207225587109377
3.0516774654388428,62,0.000218486966,5.2276052566673314
3.0856878757476807,63,0.000218514935,5.1970357523304
3.0960028171539307,64,0.000219614652,5.199583211025143
3.10671067237854,65,0.000219726498,5.186845917551423
3.1163666248321533,66,0.000218142115,5.20977304580412
3.1260995864868164,67,0.000219540103,5.199583211025143
3.1367533206939697,68,0.000218878384,5.148634037130265
3.1464498043060303,69,0.000219856971,5.202130669719892
3.155921220779419,70,0.000220630551,5.217415421888354
3.1850333213806152,71,0.000220472095,5.189393376246173
3.1940438747406006,72,0.000219940863,5.1970357523304
3.2040390968322754,73,0.000219782436,5.222510339277839
3.2344696521759033,74,0.000219540103,5.189393376246173
3.2440500259399414,75,0.000220369577,5.219962880583097
3.253021001815796,76,0.000220472095,5.245437467530536
3.289684534072876,77,0.000220062022,5.219962880583097
3.2999024391174316,78,0.000220807604,5.204678128414635
3.33675479888916,79,0.000220388232,5.232700174056816
3.3467838764190674,80,0.000219978145,5.2276052566673314
3.385187864303589,81,0.000220844915,5.230152715362074
3.395017623901367,82,0.000221506605,5.255627302309513
3.403465509414673,83,0.000221627764,5.255627302309513
3.413698434829712,84,0.000220593254,5.2581747610042555
3.422696590423584,85,0.000221609123,5.26581713708849
3.431694746017456,86,0.000221711656,5.260722219699005
3.4406187534332275,87,0.000221758237,5.202130669719892
3.4496102333068848,88,0.000222559756,5.2581747610042555
3.4896998405456543,89,0.000222839371,5.293839182730679
3.5003421306610107,90,0.000221683687,5.245437467530536
3.5376639366149902,91,0.000221450682,5.291291724035929
3.5471107959747314,92,0.000221413415,5.2530798436147705
3.5833559036254883,93,0.000222289498,5.281101889256952
3.592698097229004,94,0.000223501076,5.316766310983368
3.6010098457336426,95,0.000222308125,5.276006971867467
3.635064125061035,96,0.000223370604,5.293839182730679
3.645017385482788,97,0.000223221476,5.306576476204398
3.6543519496917725,98,0.000222923234,5.296386641425421
3.6872270107269287,99,0.000223286712,5.311671393593883
3.6966137886047363,100,0.000222960531,5.273459513172725
3.7056074142456055,101,0.000223473107,5.288744265341187
3.715601682662964,102,0.000224283955,5.298934100120164
3.725032329559326,103,0.00022320282,5.332051063151837
3.7356996536254883,104,0.00022437716,5.311671393593883
3.7461466789245605,105,0.000224013667,5.293839182730679
3.755614995956421,106,0.000224787218,5.304029017509649
