Time,Voltaje_Ideal,Wavelength,Power
4.053074598312378,0,1.549444e-06,0.000328396796
6.953165054321289,1,1.54944e-06,0.000328229042
9.854750156402588,2,1.549436e-06,0.000327828282
12.751170635223389,3,1.549432e-06,0.000327735092
15.655977249145508,4,1.549428e-06,0.000325582194
18.553527355194092,5,1.549428e-06,0.000326271838
21.454099655151367,6,1.549424e-06,0.000326980167
24.35209083557129,7,1.549424e-06,0.000324985682
27.253904104232788,8,1.54942e-06,0.000325554225
30.15211510658264,9,1.54942e-06,0.00032640234
33.054579734802246,10,1.549416e-06,0.000324435823
35.95231366157532,11,1.549416e-06,0.000324603578
38.85222625732422,12,1.549416e-06,0.000324081688
41.751168966293335,13,1.549412e-06,0.000325964298
44.65397572517395,14,1.549412e-06,0.00032470611
47.550347089767456,15,1.549412e-06,0.000326318463
50.452279567718506,16,1.549412e-06,0.000323494518
53.350178718566895,17,1.549408e-06,0.000323522487
56.25048470497131,18,1.549408e-06,0.000324929773
59.1515212059021,19,1.549408e-06,0.000324538356
62.0539288520813,20,1.549408e-06,0.000324529014
64.94858860969543,21,1.549408e-06,0.000325349189
67.85116815567017,22,1.549404e-06,0.000325433066
70.75070691108704,23,1.549404e-06,0.000325712666
73.65092968940735,24,1.549404e-06,0.000324118941
76.54912328720093,25,1.549404e-06,0.000325190747
79.45352530479431,26,1.549404e-06,0.000323867309
82.34987902641296,27,1.5494e-06,0.000324091001
85.25115919113159,28,1.5494e-06,0.000323364016
88.15142774581909,29,1.5494e-06,0.000324482418
91.05116128921509,30,1.5494e-06,0.000326206617
93.95015859603882,31,1.5494e-06,0.000325209403
96.85318160057068,32,1.5494e-06,0.000324575638
99.74872374534607,33,1.5494e-06,0.00032482727
102.65257906913757,34,1.549396e-06,0.000323792745
105.55112552642822,35,1.549396e-06,0.000325405097
108.45030236244202,36,1.549396e-06,0.000325749919
111.35008502006531,37,1.549396e-06,0.00032560082
114.25116109848022,38,1.549396e-06,0.000325703353
117.15019869804382,39,1.549396e-06,0.000324771332
120.05222272872925,40,1.549392e-06,0.000326299807
122.95091891288757,41,1.549392e-06,0.000324696797
125.8497052192688,42,1.549392e-06,0.000324762019
128.75007820129395,43,1.549392e-06,0.000324817956
131.65303301811218,44,1.549392e-06,0.000326570094
134.5493941307068,45,1.549388e-06,0.000325740606
137.450914144516,46,1.549388e-06,0.000326504844
140.35116171836853,47,1.549388e-06,0.000324314664
143.2511601448059,48,1.549388e-06,0.000325274625
146.1506052017212,49,1.549384e-06,0.000325982954
149.0522265434265,50,1.549384e-06,0.00032560082
151.95066165924072,51,1.549384e-06,0.000326057489
154.85222816467285,52,1.549384e-06,0.000325899047
157.74924850463867,53,1.54938e-06,0.000325656729
160.6501567363739,54,1.54938e-06,0.000326775131
163.5495479106903,55,1.54938e-06,0.0003270827
166.4519283771515,56,1.54938e-06,0.000327753718
169.34966254234314,57,1.549376e-06,0.000327147922
172.2500355243683,58,1.549376e-06,0.000326514157
175.11992001533508,59,1.549376e-06,0.000327017449
177.99776005744934,60,1.549372e-06,0.000326486217
180.89112067222595,61,1.549372e-06,0.000326709909
183.7959108352661,62,1.549372e-06,0.000327362301
186.69595956802368,63,1.549372e-06,0.00032828495
189.5722737312317,64,1.549368e-06,0.000328611175
192.49559426307678,65,1.549368e-06,0.000327688467
195.39892745018005,66,1.549368e-06,0.000328601833
198.2870728969574,67,1.549364e-06,0.000329608389
201.16487431526184,68,1.549364e-06,0.000329235598
204.04973363876343,69,1.54936e-06,0.000328107883
206.95016479492188,70,1.54936e-06,0.000328890746
209.8488609790802,71,1.54936e-06,0.00032828495
212.75696277618408,72,1.549356e-06,0.000328844151
215.6511628627777,73,1.549356e-06,0.000330111681
218.54832673072815,74,1.549356e-06,0.00032847136
221.45116567611694,75,1.549352e-06,0.00032896531
224.34853792190552,76,1.549352e-06,0.00033056832
227.24889945983887,77,1.549352e-06,0.000330838608
230.1476972103119,78,1.549348e-06,0.000329813425
233.0511622428894,79,1.549348e-06,0.000330176903
235.94790363311768,80,1.549344e-06,0.000328881433
238.8484115600586,81,1.549344e-06,0.000330065057
241.7472870349884,82,1.549344e-06,0.000332534837
254.04954552650452,83,1.54934e-06,0.000330596289
256.9457223415375,84,1.54934e-06,0.000330661511
259.846378326416,85,1.549336e-06,0.000330922485
262.7467019557953,86,1.549336e-06,0.000332786469
265.6470310688019,87,1.549336e-06,0.000332656025
268.5463650226593,88,1.549332e-06,0.000331789226
271.45069217681885,89,1.549332e-06,0.000333010161
274.346018075943,90,1.549328e-06,0.000332329801
277.24933218955994,91,1.549328e-06,0.00033245096
280.14866065979004,92,1.549324e-06,0.000333373639
