Muestras de la DAQ,Tension_SSFBG,Tension_Referencia,Tension_Trigger,Temperatura_Laser,Tiempo Total
0.0,0.03588443677899278,0.0203807815906778,-0.007329036900895147,562,2.648569345474243
6.250148869780625e-05,0.02824206069476176,0.012739558804618412,-0.0022337432283769942,562,2.648569345474243
0.0001250029773956125,0.02569460200001572,0.010192484542596247,0.002861550444137606,562,2.648569345474243
0.00018750446609341876,0.03078951938950425,0.015286633066637023,-0.0022337432283769942,562,2.648569345474243
0.000250005954791225,0.02569460200001572,0.022927855852699963,-0.0022337432283769942,562,2.648569345474243
0.00031250744348903126,0.04097935416848131,0.017833707328659187,-0.007329036900895147,562,2.648569345474243
0.0003750089321868375,0.02824206069476176,0.015286633066637023,-0.0022337432283769942,562,2.648569345474243
0.00043751042088464376,0.023147143305273232,0.012739558804618412,0.005409197280396683,562,2.648569345474243
0.00050001190958245,0.02824206069476176,0.012739558804618412,-0.0022337432283769942,562,2.648569345474243
0.0005625133982802563,0.03078951938950425,0.012739558804618412,-0.007329036900895147,562,2.648569345474243
0.0006250148869780625,0.03333697808425029,0.015286633066637023,-0.0022337432283769942,562,2.648569345474243
0.0006875163756758688,0.02824206069476176,0.012739558804618412,-0.0022337432283769942,562,2.648569345474243
0.000750017864373675,0.02824206069476176,0.017833707328659187,-0.0022337432283769942,562,2.648569345474243
0.0008125193530714813,0.023147143305273232,0.015286633066637023,0.00031390360788208227,562,2.648569345474243
0.0008750208417692875,0.03843189547373882,0.015286633066637023,-0.0022337432283769942,562,2.648569345474243
0.0009375223304670938,0.023147143305273232,0.022927855852699963,-0.0022337432283769942,562,2.648569345474243
0.0010000238191649,0.015504767221042215,0.012739558804618412,0.005409197280396683,562,2.648569345474243
0.0010625253078627062,0.023147143305273232,0.005098336018555472,-0.0022337432283769942,562,2.648569345474243
0.0011250267965605125,0.03333697808425029,0.012739558804618412,-0.009876683737154224,562,2.648569345474243
0.001187528285258319,0.02824206069476176,0.017833707328659187,-0.0022337432283769942,562,2.648569345474243
0.001250029773956125,0.03333697808425029,0.0203807815906778,-0.0022337432283769942,562,2.648569345474243
0.0013125312626539312,0.02059968461052719,0.015286633066637023,0.002861550444137606,562,2.648569345474243
0.0013750327513517375,0.1759946649899149,6.3727839910695465,-0.0022337432283769942,562,2.648569345474243
0.001437534240049544,0.16580483021093784,6.3167483573051015,-0.007329036900895147,562,2.648569345474243
0.00150003572874735,0.1607099128214493,6.337124951401265,-0.0022337432283769942,562,2.648569345474243
0.0015625372174451562,0.15816245412670682,6.311654208781057,0.005409197280396683,562,2.648569345474243
0.0016250387061429626,0.16325737151619535,6.296371763208938,0.00031390360788208227,562,2.648569345474243
0.001687540194840769,0.1734472062951724,6.304012985994994,-0.007329036900895147,562,2.648569345474243
0.001750041683538575,0.16580483021093784,6.309107134519039,-0.004781390064636071,562,2.648569345474243
0.0018125431722363812,0.17089974760042637,6.2887305404228755,-0.0022337432283769942,562,2.648569345474243
0.0018750446609341876,0.16580483021093784,6.283636391898831,0.00031390360788208227,562,2.648569345474243
0.001937546149631994,0.1734472062951724,6.309107134519039,-0.004781390064636071,562,2.648569345474243
0.0020000476383298,0.17089974760042637,6.296371763208938,-0.007329036900895147,562,2.648569345474243
0.002062549127027606,0.17089974760042637,6.31929543156712,-0.0022337432283769942,562,2.648569345474243
0.0021250506157254124,0.16835228890568388,6.334577877139239,0.005409197280396683,562,2.648569345474243
